ID,cycles,T24,T30,T50,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,labels
1,28,642.35,1582.84,1399.13,2388.12,9049.84,47.41,522.57,2388.08,8127.3,8.4323,390,39.01,23.2841,0
1,29,641.91,1584.83,1400.99,2388.05,9050.47,47.24,522.41,2388.06,8133.06,8.4189,393,38.93,23.3597,0
1,30,642.2,1593.52,1396.08,2388.07,9045.62,47.4,522.19,2388.0,8137.86,8.4065,390,39.05,23.411,0
1,31,642.02,1584.18,1396.9,2388.08,9058.78,47.41,521.95,2388.06,8125.28,8.4104,392,38.94,23.3353,0
1,32,642.33,1591.38,1400.36,2388.04,9050.97,47.25,521.92,2388.07,8129.7,8.4148,392,39.02,23.4999,0
1,33,642.71,1588.4,1402.43,2388.04,9047.13,47.28,521.91,2388.08,8134.42,8.3753,392,38.83,23.3506,0
1,34,642.54,1581.47,1400.48,2388.03,9046.46,47.47,521.7,2388.09,8126.61,8.4349,392,38.81,23.3092,0
1,35,642.44,1590.0,1403.0,2388.04,9045.76,47.31,521.75,2388.01,8140.17,8.443,391,39.13,23.4164,0
1,36,642.54,1581.72,1405.54,2388.01,9044.56,47.25,522.32,2388.04,8132.48,8.4246,392,38.86,23.4308,0
1,37,641.99,1579.11,1398.9,2388.07,9055.44,47.29,522.29,2388.04,8131.95,8.4142,392,38.99,23.4352,0
1,38,641.93,1589.6,1399.5,2388.08,9055.27,47.27,522.42,2388.08,8136.61,8.4158,392,39.06,23.4768,0
1,39,642.01,1583.21,1400.69,2388.02,9051.76,47.12,522.23,2388.05,8131.81,8.414,392,38.7,23.3699,0
1,40,642.24,1582.08,1401.77,2388.06,9052.98,47.33,521.84,2388.01,8131.03,8.3784,392,38.84,23.3769,0
1,41,642.4,1591.31,1403.21,2388.06,9048.99,47.09,522.07,2388.03,8138.08,8.437,392,39.13,23.4444,0
1,42,642.12,1584.66,1401.38,2388.08,9057.06,47.49,522.23,2388.05,8130.88,8.4137,392,39.0,23.375,0
1,43,642.24,1591.52,1406.05,2388.03,9057.88,47.32,522.74,2388.09,8127.22,8.4068,392,38.99,23.3148,0
1,44,641.93,1586.94,1401.2,2388.04,9046.87,47.45,522.3,2388.0,8131.45,8.4201,392,39.06,23.4753,0
1,45,642.53,1582.42,1399.16,2388.08,9060.32,47.45,521.73,2388.05,8128.31,8.4099,393,38.79,23.3943,0
1,46,642.43,1588.29,1401.27,2388.06,9060.38,47.2,522.02,2388.08,8128.71,8.3977,393,38.93,23.3745,0
1,47,642.21,1580.32,1402.89,2388.06,9052.04,47.22,521.84,2388.05,8126.21,8.3973,392,38.99,23.4873,0
1,48,641.89,1588.51,1399.16,2388.08,9045.26,47.4,521.91,2388.06,8129.99,8.4376,392,38.94,23.365,0
1,49,642.23,1584.35,1397.76,2388.07,9050.64,47.22,521.37,2388.04,8135.48,8.4151,392,39.06,23.4498,0
1,50,642.77,1588.49,1403.62,2388.06,9048.6,47.47,522.33,2388.09,8127.3,8.4116,392,38.85,23.4106,0
1,51,642.81,1585.54,1400.42,2388.02,9047.09,47.12,521.91,2388.05,8134.36,8.4504,393,38.94,23.3651,0
1,52,642.76,1583.77,1395.57,2388.04,9056.01,47.07,522.1,2388.07,8132.82,8.4539,391,39.0,23.3388,0
1,53,642.61,1579.82,1402.26,2388.05,9051.15,47.29,521.96,2388.06,8134.38,8.4418,392,38.9,23.3775,0
1,54,642.42,1592.59,1401.2,2388.04,9056.29,47.38,522.44,2388.06,8129.95,8.4189,392,38.96,23.2348,0
1,55,642.41,1584.95,1401.58,2388.04,9048.94,47.4,522.11,2388.02,8134.1,8.4071,392,39.06,23.3567,0
1,56,642.49,1586.33,1400.76,2388.01,9042.42,47.26,522.48,2388.04,8135.4,8.4022,391,38.68,23.3408,0
1,57,642.13,1583.67,1402.79,2388.05,9050.8,47.29,521.62,2388.08,8135.48,8.4263,392,38.84,23.3567,0
1,58,641.9,1590.46,1397.99,2388.09,9050.33,47.26,522.21,2388.04,8132.08,8.4319,390,38.93,23.2893,0
1,59,642.33,1596.72,1403.51,2388.07,9050.06,47.26,521.32,2388.02,8128.81,8.4476,392,38.92,23.4444,0
1,60,642.34,1582.75,1403.07,2388.06,9051.69,47.41,522.49,2388.03,8132.89,8.3878,393,38.89,23.387,0
1,61,642.1,1583.55,1405.52,2388.11,9050.58,47.31,522.34,2388.09,8131.66,8.4264,391,38.89,23.3638,0
1,62,642.17,1581.59,1399.54,2388.1,9053.62,47.28,522.19,2388.1,8132.28,8.4071,391,39.03,23.2707,0
1,63,642.6,1592.14,1395.38,2388.06,9049.96,47.51,521.56,2388.01,8130.73,8.4357,394,38.77,23.3436,0
1,64,642.23,1584.51,1400.11,2388.1,9043.67,47.45,521.82,2388.04,8128.15,8.4066,391,38.93,23.384,0
1,65,642.28,1584.72,1403.24,2388.03,9044.01,47.56,521.54,2388.13,8132.94,8.4406,392,38.9,23.3752,0
1,66,642.5,1588.5,1399.52,2388.06,9059.45,47.14,521.76,2388.05,8128.32,8.3911,391,38.95,23.3152,0
1,67,642.33,1590.22,1403.02,2388.1,9050.24,47.39,522.64,2388.08,8134.07,8.3925,393,38.97,23.291,0
1,68,642.51,1582.06,1404.42,2388.1,9051.78,47.36,521.72,2388.07,8132.39,8.4242,392,38.95,23.3174,0
1,69,642.44,1590.7,1401.24,2388.07,9050.59,47.41,522.22,2388.1,8129.13,8.4292,392,39.0,23.3742,0
1,70,642.22,1584.02,1402.78,2388.11,9053.43,47.41,521.93,2388.12,8130.36,8.4279,392,38.86,23.4513,0
1,71,642.21,1580.41,1403.09,2388.03,9046.09,47.3,521.72,2388.09,8134.28,8.423,391,38.8,23.3881,0
1,72,642.41,1579.25,1406.81,2388.07,9054.42,47.27,521.97,2388.09,8133.95,8.3951,391,38.84,23.3085,0
1,73,642.29,1592.04,1397.93,2388.03,9049.64,47.29,522.04,2388.1,8129.85,8.404,391,39.03,23.3975,0
1,74,642.96,1584.65,1401.48,2388.07,9045.85,47.58,522.25,2387.97,8132.67,8.4135,392,38.8,23.382,0
1,75,641.96,1582.32,1394.82,2388.07,9042.32,47.22,521.77,2388.11,8130.13,8.4621,392,38.89,23.3521,0
1,76,642.21,1589.21,1398.94,2388.02,9056.55,47.44,521.58,2388.03,8136.44,8.3996,390,39.02,23.4428,0
1,77,642.55,1586.3,1400.97,2388.06,9046.44,47.41,521.6,2388.08,8135.25,8.453,393,38.99,23.275,0
1,78,641.99,1580.76,1404.1,2388.08,9042.37,47.4,522.28,2388.16,8133.91,8.3793,392,38.88,23.3486,0
1,79,642.12,1582.46,1403.93,2388.04,9047.86,47.35,521.85,2388.13,8135.4,8.4132,394,38.9,23.3121,0
1,80,641.94,1591.96,1393.58,2388.06,9043.67,47.64,521.52,2388.1,8134.66,8.4235,392,38.89,23.3613,0
1,81,642.73,1584.82,1402.04,2388.1,9045.31,47.43,521.66,2388.05,8128.87,8.4247,392,38.77,23.373,0
1,82,642.04,1589.07,1399.17,2388.1,9048.22,47.25,521.95,2388.03,8134.04,8.3986,393,38.89,23.2713,0
1,83,642.66,1588.05,1406.38,2388.08,9049.08,47.22,521.93,2388.05,8131.32,8.4128,391,38.8,23.3274,0
1,84,642.64,1585.52,1406.6,2388.05,9050.47,47.38,521.54,2388.06,8131.54,8.4139,392,38.73,23.2653,0
1,85,642.28,1590.12,1405.96,2388.01,9056.08,47.36,522.3,2388.05,8135.31,8.4499,392,39.01,23.284,0
1,86,641.84,1588.8,1403.56,2388.1,9047.26,47.38,521.82,2388.09,8130.06,8.4173,394,38.94,23.3945,0
1,87,642.33,1586.69,1413.1,2388.14,9050.52,47.34,521.43,2388.06,8130.41,8.4326,391,38.88,23.3402,0
1,88,641.96,1581.29,1406.09,2388.07,9046.73,47.46,522.2,2388.04,8131.47,8.4586,392,38.9,23.3086,0
1,89,642.24,1584.73,1402.22,2388.05,9055.24,47.46,521.55,2388.08,8135.15,8.4489,392,38.95,23.3288,0
1,90,642.67,1584.38,1412.93,2388.1,9051.27,47.32,521.49,2388.09,8129.72,8.3961,391,38.98,23.4712,0
1,91,641.98,1584.84,1404.76,2388.04,9050.72,47.32,521.55,2388.1,8134.4,8.3949,394,39.11,23.3842,0
1,92,642.89,1590.03,1400.77,2388.14,9048.36,47.45,521.91,2388.05,8131.39,8.3982,392,38.99,23.3522,0
1,93,642.85,1593.74,1408.48,2388.07,9047.87,47.46,521.43,2388.08,8133.15,8.421,392,38.86,23.2477,0
1,94,642.45,1583.27,1404.94,2388.15,9045.83,47.48,521.61,2388.07,8132.4,8.4524,393,38.85,23.3758,0
1,95,642.86,1577.6,1410.1,2388.02,9048.85,47.38,521.92,2388.02,8131.63,8.4575,394,38.76,23.3269,0
1,96,642.19,1584.07,1395.16,2388.07,9048.71,47.39,521.66,2388.06,8130.69,8.4311,392,38.88,23.3255,0
1,97,642.07,1595.77,1407.81,2388.09,9046.1,47.46,521.67,2388.06,8128.74,8.4105,392,39.01,23.2963,0
1,98,642.0,1591.11,1404.56,2388.06,9045.49,47.37,522.31,2388.06,8127.89,8.4012,391,38.96,23.2554,0
1,99,642.46,1592.73,1406.13,2388.08,9045.14,47.4,521.42,2388.1,8131.77,8.4481,393,38.82,23.2323,0
1,100,642.22,1589.63,1411.35,2388.07,9045.72,47.64,521.55,2388.08,8132.49,8.4241,392,38.93,23.409,0
1,101,642.75,1584.18,1403.41,2388.06,9052.3,47.62,521.89,2388.08,8125.97,8.4353,391,38.75,23.4149,0
1,102,642.85,1589.11,1403.42,2388.15,9051.36,47.49,521.38,2388.05,8130.4,8.4561,393,38.94,23.3653,0
1,103,642.21,1581.27,1403.21,2388.09,9053.28,47.57,521.41,2388.1,8124.4,8.4263,392,38.69,23.4289,0
1,104,642.29,1590.63,1406.25,2388.08,9044.73,47.34,522.38,2388.09,8131.89,8.4021,392,38.96,23.3393,0
1,105,642.01,1588.28,1403.22,2388.09,9048.36,47.31,521.81,2388.08,8134.01,8.4326,393,38.77,23.3857,0
1,106,642.68,1589.05,1404.45,2388.08,9049.82,47.44,521.51,2388.09,8126.38,8.4664,392,39.08,23.4148,0
1,107,642.53,1595.13,1407.73,2388.07,9048.68,47.35,521.75,2388.07,8132.4,8.4241,396,39.01,23.4086,0
1,108,643.49,1585.91,1399.47,2388.14,9047.03,47.61,521.52,2388.03,8131.52,8.4133,393,38.75,23.3032,0
1,109,642.49,1586.45,1409.1,2388.1,9051.13,47.58,521.62,2388.11,8130.97,8.3757,394,39.05,23.3561,0
1,110,642.55,1590.01,1401.27,2388.13,9051.4,47.55,522.01,2388.12,8127.16,8.4638,393,39.06,23.2951,0
1,111,642.67,1584.38,1408.11,2388.12,9051.64,47.62,521.53,2388.14,8132.4,8.4447,392,38.92,23.2135,0
1,112,642.66,1586.46,1401.84,2388.06,9051.28,47.22,521.9,2388.08,8131.52,8.4445,394,38.84,23.3207,0
1,113,642.68,1590.85,1406.59,2388.1,9053.15,47.46,521.75,2388.16,8129.32,8.458,393,38.9,23.3101,0
1,114,642.31,1588.42,1402.97,2388.07,9046.58,47.58,521.68,2388.15,8132.36,8.429,394,38.89,23.3754,0
1,115,642.66,1594.84,1406.6,2388.11,9050.37,47.43,521.36,2388.12,8127.6,8.4345,393,38.93,23.3022,0
1,116,642.64,1580.31,1401.99,2388.08,9049.71,47.43,521.6,2388.05,8134.46,8.4059,394,39.03,23.3512,1
1,117,642.38,1589.77,1409.35,2388.1,9049.61,47.52,521.22,2388.1,8126.12,8.4256,391,38.73,23.1766,1
1,118,642.34,1585.67,1409.34,2388.1,9051.12,47.55,521.31,2388.12,8135.21,8.4197,393,38.88,23.2966,1
1,119,642.67,1596.8,1404.46,2388.1,9045.89,47.55,521.46,2388.09,8123.85,8.4194,394,39.01,23.3188,1
1,120,642.81,1593.78,1407.68,2388.1,9048.72,47.6,521.34,2388.1,8125.57,8.4029,393,38.81,23.3061,1
1,121,642.63,1593.56,1411.9,2388.07,9040.97,47.44,521.3,2388.04,8133.94,8.4263,394,38.63,23.422,1
1,122,643.3,1593.68,1413.97,2388.15,9042.39,47.6,520.92,2388.12,8131.81,8.4256,393,38.86,23.2793,1
1,123,643.39,1586.66,1403.04,2388.12,9049.44,47.41,521.6,2388.17,8129.72,8.4396,392,38.9,23.292,1
1,124,642.48,1587.14,1402.28,2388.13,9053.03,47.55,521.4,2388.13,8133.82,8.4416,393,38.8,23.2341,1
1,125,642.96,1585.47,1406.42,2388.13,9046.16,47.63,521.57,2388.11,8126.33,8.4079,394,38.68,23.3039,1
1,126,642.49,1582.64,1418.5,2388.05,9049.11,47.49,521.35,2388.08,8130.94,8.4378,392,38.85,23.2289,1
1,127,642.99,1586.9,1399.49,2388.09,9047.9,47.63,521.34,2388.1,8133.0,8.4626,393,38.91,23.2772,1
1,128,642.47,1593.87,1407.06,2388.13,9056.59,47.62,521.96,2388.16,8132.08,8.4413,393,38.85,23.2641,1
1,129,642.41,1591.33,1408.42,2388.09,9046.08,47.61,522.02,2388.13,8127.33,8.4681,393,38.84,23.2656,1
1,130,642.7,1585.9,1412.25,2388.13,9042.97,47.46,521.49,2388.07,8125.29,8.3938,394,38.71,23.3461,1
1,131,643.01,1585.78,1413.25,2388.11,9045.1,47.7,521.45,2388.13,8126.38,8.4328,391,38.73,23.3435,1
1,132,643.19,1596.06,1405.76,2388.17,9044.04,47.56,521.64,2388.16,8128.92,8.4227,393,38.53,23.3186,1
1,133,642.45,1592.64,1410.11,2388.11,9050.95,47.57,521.23,2388.09,8130.93,8.4604,394,38.95,23.2521,1
1,134,642.85,1583.62,1402.67,2388.11,9046.16,47.75,521.52,2388.13,8131.3,8.4293,393,38.68,23.2833,1
1,135,642.45,1585.55,1406.83,2388.14,9050.65,47.34,520.99,2388.12,8129.34,8.4242,392,38.85,23.2744,1
1,136,642.84,1584.72,1404.39,2388.06,9040.89,47.43,521.54,2388.11,8130.43,8.4469,393,38.76,23.1699,1
1,137,642.43,1594.69,1405.15,2388.14,9040.55,47.89,521.63,2388.12,8128.81,8.449,394,38.87,23.2593,1
1,138,642.79,1589.82,1413.34,2388.11,9049.64,47.4,521.57,2388.18,8129.67,8.4208,392,39.0,23.3664,1
1,139,643.11,1592.28,1412.6,2388.06,9044.81,47.67,521.03,2388.15,8124.97,8.4621,394,38.88,23.3422,1
1,140,643.05,1590.89,1408.36,2388.17,9055.85,47.51,521.27,2388.05,8130.27,8.4397,393,38.82,23.3704,1
1,141,642.39,1590.02,1415.25,2388.13,9050.86,47.49,521.06,2388.16,8120.93,8.4641,394,39.02,23.2382,1
1,142,642.51,1595.29,1413.42,2388.1,9046.61,47.59,520.44,2388.18,8124.87,8.4291,392,38.71,23.2816,1
1,143,642.77,1593.1,1404.21,2388.13,9050.63,47.52,520.98,2388.11,8126.81,8.4419,393,38.79,23.2305,1
1,144,643.09,1591.89,1405.76,2388.17,9049.33,47.57,521.11,2388.17,8125.47,8.4601,393,38.75,23.2249,1
1,145,642.95,1594.92,1409.63,2388.13,9046.92,47.54,521.13,2388.15,8130.91,8.4644,395,38.67,23.149,1
1,146,642.72,1586.75,1408.82,2388.12,9045.99,47.63,521.13,2388.12,8129.19,8.4312,392,38.69,23.3233,1
1,147,642.25,1594.85,1409.96,2388.14,9041.24,47.8,520.92,2388.12,8126.13,8.4428,393,38.77,23.2684,1
1,148,643.02,1590.03,1411.89,2388.16,9040.93,47.49,521.08,2388.15,8124.48,8.4276,392,38.77,23.2498,1
1,149,642.9,1592.78,1410.7,2388.17,9057.24,47.83,521.13,2388.15,8124.34,8.4731,394,38.77,23.2565,1
1,150,643.06,1589.01,1409.22,2388.12,9044.76,47.6,520.5,2388.21,8122.99,8.4726,394,38.68,23.2082,1
1,151,642.82,1592.39,1411.94,2388.14,9048.12,47.58,520.94,2388.22,8127.21,8.4612,394,38.56,23.2277,1
1,152,642.67,1598.6,1420.83,2388.18,9043.9,47.72,520.39,2388.19,8119.0,8.4572,395,38.77,23.2369,1
1,153,642.99,1589.17,1414.56,2388.14,9049.43,47.74,520.69,2388.17,8124.14,8.4435,393,38.78,23.1719,1
1,154,642.81,1597.03,1416.07,2388.14,9049.08,47.73,520.72,2388.18,8129.24,8.4794,394,38.82,23.2366,2
1,155,642.83,1590.4,1414.89,2388.16,9049.56,47.61,521.23,2388.17,8120.41,8.4729,394,38.68,23.2749,2
1,156,643.04,1585.61,1421.23,2388.26,9044.21,47.58,520.75,2388.16,8128.48,8.4432,395,38.77,23.2791,2
1,157,642.2,1598.04,1412.47,2388.14,9053.12,47.72,520.94,2388.17,8125.07,8.4328,392,38.67,23.2354,2
1,158,642.88,1596.82,1410.09,2388.2,9049.22,47.68,520.88,2388.22,8126.33,8.4368,394,38.75,23.2894,2
1,159,642.89,1589.54,1420.37,2388.13,9048.06,47.76,520.65,2388.23,8127.61,8.4403,394,38.76,23.253,2
1,160,643.45,1590.65,1418.08,2388.21,9045.42,47.84,520.47,2388.22,8122.68,8.4433,396,38.52,23.2817,2
1,161,643.0,1594.2,1417.31,2388.18,9048.06,47.77,520.47,2388.18,8126.97,8.4405,394,38.66,23.2962,2
1,162,643.15,1592.22,1423.48,2388.15,9044.45,47.79,520.44,2388.2,8123.77,8.5015,394,38.78,23.1538,2
1,163,642.85,1600.54,1421.09,2388.2,9049.24,47.89,520.3,2388.2,8124.06,8.5129,393,38.65,23.1419,2
1,164,643.17,1598.96,1416.76,2388.17,9048.92,47.7,520.63,2388.28,8124.63,8.4803,394,38.62,23.1761,2
1,165,642.76,1597.03,1408.09,2388.19,9039.09,47.89,520.69,2388.24,8126.53,8.4922,393,38.59,23.2129,2
1,166,643.34,1596.72,1422.37,2388.22,9043.11,47.86,520.02,2388.22,8119.14,8.4663,395,38.62,23.145,2
1,167,643.02,1593.83,1414.72,2388.23,9042.05,47.85,520.49,2388.18,8122.41,8.4632,394,38.77,23.3011,2
1,168,642.68,1591.19,1415.7,2388.22,9036.35,47.84,520.78,2388.19,8124.44,8.4925,393,38.76,23.277,2
1,169,643.2,1590.16,1418.05,2388.25,9055.18,47.88,520.44,2388.18,8125.3,8.4767,394,38.58,23.187,2
1,170,642.92,1592.71,1417.41,2388.21,9044.03,47.86,520.23,2388.26,8121.76,8.49,395,38.66,23.1615,2
1,171,643.26,1592.06,1414.99,2388.2,9042.12,48.03,519.85,2388.22,8124.87,8.4922,395,38.68,23.2444,2
1,172,643.33,1591.71,1413.73,2388.24,9039.1,48.07,520.54,2388.26,8120.08,8.4595,393,38.65,23.1585,2
1,173,642.97,1590.69,1425.27,2388.22,9048.82,47.9,520.11,2388.23,8121.64,8.5091,395,38.59,23.1789,2
1,174,642.64,1599.81,1422.58,2388.22,9041.25,48.0,520.22,2388.21,8119.17,8.4476,393,38.57,23.0357,2
1,175,643.61,1603.29,1422.52,2388.23,9042.66,47.86,520.38,2388.22,8125.76,8.489,394,38.58,23.1573,2
1,176,642.86,1592.27,1422.73,2388.23,9045.74,47.84,519.8,2388.2,8123.8,8.4853,394,38.72,23.2491,2
1,177,643.79,1602.02,1423.99,2388.25,9046.2,48.03,520.24,2388.23,8120.11,8.4779,396,38.63,23.1673,2
1,178,643.38,1605.33,1424.65,2388.23,9046.17,48.0,520.2,2388.2,8116.56,8.477,395,38.65,23.177,2
1,179,642.86,1592.56,1429.45,2388.26,9044.23,48.02,520.38,2388.18,8116.84,8.4947,395,38.77,23.1888,2
1,180,643.58,1599.87,1417.14,2388.21,9039.33,47.85,519.84,2388.28,8122.57,8.4737,395,38.86,23.007,2
1,181,643.44,1596.71,1420.64,2388.23,9038.29,48.1,520.43,2388.23,8114.79,8.472,397,38.34,23.1652,2
1,182,644.21,1602.08,1426.62,2388.26,9041.23,47.98,520.46,2388.25,8119.67,8.5158,397,38.43,23.1787,2
1,183,643.24,1597.23,1419.03,2388.21,9040.94,48.03,520.05,2388.23,8117.8,8.5041,396,38.56,23.1302,2
1,184,644.07,1605.44,1432.52,2388.24,9047.91,48.07,519.77,2388.28,8115.61,8.5133,395,38.43,23.0146,2
1,185,643.8,1603.46,1424.4,2388.29,9043.71,48.15,519.82,2388.27,8113.69,8.4984,395,38.51,23.07,2
1,186,643.51,1595.16,1426.3,2388.21,9051.37,48.12,520.08,2388.25,8123.45,8.5227,397,38.47,23.0564,2
1,187,643.32,1592.1,1427.27,2388.29,9037.71,48.23,519.53,2388.28,8115.67,8.5218,396,38.42,23.0822,2
1,188,643.75,1602.38,1422.78,2388.31,9037.91,48.0,519.79,2388.23,8117.69,8.5207,396,38.51,22.9588,2
1,189,644.18,1596.17,1428.01,2388.27,9044.55,48.08,519.58,2388.33,8117.51,8.5183,395,38.48,23.1127,2
1,190,643.64,1599.22,1425.95,2388.29,9040.58,48.33,520.04,2388.35,8112.58,8.5223,398,38.49,23.0675,2
1,191,643.34,1602.36,1425.77,2388.28,9042.76,48.15,519.57,2388.3,8114.61,8.5174,394,38.45,23.1295,2
1,192,643.54,1601.41,1427.2,2388.32,9033.22,48.25,520.08,2388.32,8110.93,8.5113,396,38.48,22.9649,2
2,1,641.89,1583.84,1391.28,2388.01,9054.72,46.93,522.33,2388.06,8137.72,8.3905,391,38.94,23.4585,0
2,2,641.82,1587.05,1393.13,2387.98,9051.31,47.24,522.7,2387.98,8131.09,8.4167,392,39.06,23.4085,0
2,3,641.55,1588.32,1398.96,2388.04,9054.24,47.22,522.58,2387.99,8140.58,8.3802,391,39.11,23.425,0
2,4,641.68,1584.15,1396.08,2387.98,9058.01,47.1,522.49,2387.93,8140.44,8.4018,391,39.13,23.5027,0
2,5,641.73,1579.03,1402.52,2388.03,9058.15,47.25,522.27,2387.94,8136.67,8.3867,390,39.18,23.4234,0
2,6,641.3,1577.5,1396.76,2388.04,9054.07,47.05,522.8,2387.99,8133.65,8.38,392,39.15,23.427,0
2,7,642.03,1587.49,1400.65,2388.05,9052.67,47.1,522.14,2388.04,8136.33,8.3941,391,39.1,23.4718,0
2,8,642.55,1590.41,1395.39,2388.01,9055.82,47.2,522.77,2387.96,8137.92,8.3861,391,39.11,23.4381,0
2,9,641.98,1581.99,1395.01,2388.02,9051.67,47.14,522.4,2387.98,8145.29,8.3868,390,39.06,23.4875,0
2,10,641.99,1586.37,1394.86,2387.99,9058.88,47.21,521.99,2387.97,8138.64,8.3982,391,39.2,23.6005,0
2,11,642.26,1589.21,1401.29,2388.01,9053.21,47.21,522.2,2388.03,8135.85,8.4188,392,39.23,23.3888,0
2,12,641.64,1579.99,1401.9,2387.98,9047.89,47.13,521.94,2387.97,8136.49,8.3925,392,39.12,23.4201,0
2,13,641.78,1586.77,1401.53,2387.94,9053.63,47.03,522.33,2387.99,8140.61,8.3742,391,38.88,23.4317,0
2,14,641.66,1584.04,1395.46,2388.01,9047.3,47.12,523.07,2387.98,8140.09,8.3887,391,38.93,23.4074,0
2,15,642.21,1579.84,1402.11,2388.02,9049.82,47.17,521.96,2388.02,8137.72,8.3704,393,38.94,23.4311,0
2,16,641.81,1581.99,1393.46,2387.99,9051.79,47.24,522.49,2387.95,8133.45,8.3805,392,39.01,23.4462,0
2,17,642.43,1583.58,1390.27,2388.04,9052.05,47.13,522.71,2388.08,8134.78,8.3714,391,39.04,23.5245,0
2,18,641.95,1588.43,1400.25,2388.0,9051.35,47.22,522.92,2388.0,8133.2,8.4053,391,39.0,23.4203,0
2,19,641.75,1576.84,1401.77,2388.02,9055.07,47.14,522.38,2387.98,8137.51,8.4035,392,39.1,23.4102,0
2,20,642.34,1582.94,1394.38,2388.0,9050.27,47.14,522.54,2387.94,8139.83,8.3698,391,39.02,23.3821,0
2,21,642.05,1579.51,1392.28,2388.03,9055.29,47.04,522.58,2388.01,8136.57,8.3954,391,39.24,23.5014,0
2,22,642.16,1580.18,1397.67,2387.96,9053.31,47.17,521.73,2388.04,8140.79,8.3792,391,38.98,23.4241,0
2,23,642.37,1580.89,1387.5,2387.96,9051.43,47.21,522.26,2388.07,8131.57,8.3937,393,39.1,23.2867,0
2,24,641.99,1580.97,1398.67,2387.98,9052.35,47.15,522.25,2387.97,8136.16,8.3866,391,39.18,23.3981,0
2,25,641.81,1585.38,1396.62,2388.0,9055.28,47.19,522.31,2388.03,8136.97,8.3959,391,38.99,23.4883,0
